incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_county,Population(SUM),incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active
North Fire,Y,2019-01-04 09:10:00+00:00,2018-09-03 16:38:00+00:00,Tahoe National Forest,Placer,406608,1120,100,nan,Tahoe National Forest,-120.658333,39.268611,nan,d8235a76-7b43-4e23-8f60-dc308c250fab,2019-01-04 09:10:00+00:00,1/4/2019,9/3/2018,N
Sliger Fire,Y,2019-01-04 09:09:00+00:00,2018-09-04 15:03:00+00:00,CAL FIRE Amador-El Dorado Unit,El Dorado,191713,150,100,All road closures have been lifted.,"CAL FIRE Amador-El Dorado Unit, El Dorado County Sheriffs Office, CHP, State Parks, USFS, Georgetown FD, El Dorado FD, Garden Valley FD, Mosquito FD, Diamond Springs FD, Rescue FD, Pioneer FD",-120.92611,38.94388,nan,94e0a869-04f6-4265-9c1f-c53fbdde98ad,2019-01-04 09:09:00+00:00,1/4/2019,9/4/2018,N
Ranchera Fire,Y,2019-01-04 09:08:00+00:00,2018-09-04 14:43:00+00:00,Shasta Lake Fire Protection District,Shasta,181852,13,100,nan,Shasta Lake Fire Protection District,-122.400556,40.678889,nan,20b57ee7-b0b7-47db-8a12-e5fcdb114459,2019-01-04 09:08:00+00:00,1/4/2019,9/4/2018,N
Tulloch Fire,Y,2019-01-04 09:06:00+00:00,2018-09-08 13:34:00+00:00,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,54993,573,100,nan,CAL FIRE Tuolumne-Calaveras Unit,-120.61746,37.83388,nan,849ad1a0-472b-4cc6-a513-030491fa1ffb,2019-01-04 09:06:00+00:00,1/4/2019,9/8/2018,N
Kerlin Fire,Y,2019-01-04 09:08:00+00:00,2018-09-04 15:20:00+00:00,Shasta-Trinity National Forest,Trinity,15889,1751,100,nan,Shasta-Trinity National Forest,-123.52019,40.616251,nan,3506eaf5-e815-4a7f-9c52-816fe5eee7d5,2019-01-04 09:08:00+00:00,1/4/2019,9/4/2018,N
Boot Fire,Y,2019-01-04 09:09:00+00:00,2018-09-04 14:26:00+00:00,Humboldt-Toiyabe National Forest,Mono,13219,6974,100,nan,Humboldt-Toiyabe National Forest,-119.45186,38.347395,nan,a81f5149-5ac2-48de-a189-609e46f5fad8,2019-01-04 09:09:00+00:00,1/4/2019,9/4/2018,N
Metz Fire,Y,2022-10-24 10:30:18+00:00,2018-09-13 15:37:00+00:00,CAL FIRE San Benito-Monterey Unit,Monterey,437609,411,100,nan,CAL FIRE San Benito-Monterey Unit,-121.1563,36.35502,nan,7fc0b9c8-dec7-430d-9790-1bbebae404eb,2019-01-04 09:04:00+00:00,1/4/2019,9/13/2018,N
Irving Fire,Y,2019-01-04 09:05:00+00:00,2018-09-10 19:00:00+00:00,Marin County Fire,Marin,260485,152,100,nan,Marin County Fire,-122.727,38.02447,nan,65689d5f-910c-4e00-9bf3-e5626cd1361c,2019-01-04 09:05:00+00:00,1/4/2019,9/10/2018,N
Water Fire,Y,2019-01-04 09:06:00+00:00,2018-09-12 11:25:00+00:00,Kern County Fire,Kern,906883,200,100,nan,Kern County Fire,-118.92485,34.91482,nan,f694c74c-adad-459c-b357-4cd2f10f16df,2019-01-04 09:06:00+00:00,1/4/2019,9/12/2018,N
Soboba Fire,Y,2019-01-04 09:04:00+00:00,2018-09-14 19:32:00+00:00,Soboba Fire Department,Riverside,2429487,25,100,nan,Soboba Fire Department,-116.93188,33.80406,nan,d5885e9d-1310-4f84-a658-d972d17ecad9,2019-01-04 09:04:00+00:00,1/4/2019,9/14/2018,N
Meyers Fire,Y,2019-10-25 10:18:56+00:00,2018-09-20 12:39:00+00:00,"CAL FIRE Amador, El Dorado Unit",El Dorado,191713,12,100,nan,"CAL FIRE Amador, El Dorado Unit",-120.65672,38.7448,Wildfire,9ea41d38-ee7c-4394-9ea8-cbf33e788f13,2019-01-04 09:03:00+00:00,1/4/2019,9/20/2018,N
Charlie Fire,Y,2019-01-04 09:03:00+00:00,2018-09-22 14:30:00+00:00,US Forest Service - Angeles National Forest,Los Angeles,9936690,3380,100,nan,US Forest Service - Angeles National Forest,-118.60858,34.48229,nan,4fa2e1e0-a920-4991-beb6-3c080b6c1500,2019-01-04 09:03:00+00:00,1/4/2019,9/22/2018,N
Oak Fire,Y,2019-01-04 09:03:00+00:00,2018-09-22 15:44:00+00:00,CAL FIRE Madera Mariposa Merced Unit,Madera,157243,360,100,nan,CAL FIRE Madera Mariposa Merced Unit,-119.68912,37.38789,nan,6b6dff76-8fab-4852-a71c-e735f87bd6fa,2019-01-04 09:03:00+00:00,1/4/2019,9/22/2018,N
Copper Fire,Y,2019-01-04 09:03:00+00:00,2018-09-22 14:41:00+00:00,CAL FIRE Lassen-Modoc Unit,Lassen,31873,53,100,nan,CAL FIRE Lassen-Modoc Unit,-120.93005,40.33642,nan,b9d64431-d96d-413f-84df-ef3b381d3002,2019-01-04 09:03:00+00:00,1/4/2019,9/22/2018,N
Wilson Fire,Y,2019-01-04 08:59:00+00:00,2018-09-28 13:08:00+00:00,Lassen National Forest,Tehama,65484,261,100,nan,Lassen National Forest,-121.43025,40.34256,nan,d0ae0a7f-dd7b-4cb1-8f4a-2a784a17d6d4,2019-01-04 08:59:00+00:00,1/4/2019,9/28/2018,N
Silver Fire,Y,2019-01-04 08:58:00+00:00,2018-09-28 14:44:00+00:00,CAL FIRE Shasta-Trinity Unit,Shasta,181852,76,100,nan,CAL FIRE Shasta-Trinity Unit,-122.17173,40.5939,nan,b181e69a-5864-44c1-b5b4-f4c5832a4539,2019-01-04 08:58:00+00:00,1/4/2019,9/28/2018,N
Quimby Fire,Y,2019-01-04 09:02:00+00:00,2018-09-23 16:23:00+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,30,100,nan,CAL FIRE Santa Clara Unit,-121.75815,37.33563,nan,04100255-b014-4a69-92c2-5388c7f9b9d6,2019-01-04 09:02:00+00:00,1/4/2019,9/23/2018,N
Nimshew Fire,Y,2019-01-04 09:01:00+00:00,2018-09-24 00:41:00+00:00,CAL FIRE Butte Unit,Butte,213605,33,100,nan,"CAL FIRE Butte Unit, Butte Creek Canyon Volunteers, Durham Volunteers, Kelly Ridge Volunteers, PG&E, CHP, Butte County Pulbic Works, BCSO.",-121.62168,39.84151,nan,9856efb8-4d41-4276-9d4e-a5b29d912996,2019-01-04 09:01:00+00:00,1/4/2019,9/24/2018,N
Shandon Fire,Y,2019-01-04 08:58:00+00:00,2018-09-29 09:30:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,80,100,nan,CAL FIRE San Luis Obispo Unit,-120.258,-120.258,nan,9c03d484-e442-4eaa-8a7b-99d6c769750a,2019-01-04 08:58:00+00:00,1/4/2019,9/29/2018,N
Keenbrook Fire,Y,2019-01-04 09:00:00+00:00,2018-09-26 10:56:00+00:00,San Bernardino National Forest,San Bernardino,2180563,53,100,nan,San Bernardino National Forest,-117.42431,34.24138,nan,2c41731e-1e13-494c-b7f7-928b89bb7d32,2019-01-04 09:00:00+00:00,1/4/2019,9/26/2018,N
Nacimiento Fire,Y,2019-01-04 08:57:00+00:00,2018-10-02 12:32:00+00:00,Fort Hunter Liggett Military Reservation,Monterey,437609,150,100,nan,Fort Hunter Liggett Military Reservation,-121.24898,35.97677,nan,9d69b6cb-1dee-43df-83ca-b2b5485006d7,2019-01-04 08:57:00+00:00,1/4/2019,10/2/2018,N
Eagle Fire,Y,2019-01-04 09:47:00+00:00,2018-10-02 15:45:00+00:00,Sierra National Forest,Fresno,1008280,32,100,nan,Sierra National Forest,-119.3127769,36.938674,nan,8c4b830f-be4f-4469-9448-f0e98ea1d189,2019-01-04 09:47:00+00:00,1/4/2019,10/2/2018,N
Sun Fire,Y,2019-01-04 08:57:00+00:00,2018-10-07 12:51:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,3889,100,All roads are open.,CAL FIRE Tehama-Glenn Unit,-122.18,40.22027778,nan,8f633ae7-b5f0-455f-a60e-13d9566e5844,2019-01-04 08:57:00+00:00,1/4/2019,10/7/2018,N
Park Fire,Y,2019-01-04 08:57:00+00:00,2018-10-07 12:57:00+00:00,CAL FIRE Santa Clara Unit/San Jose City Fire & South Santa Clara County FPD,Santa Clara,1916831,63,100,nan,CAL FIRE Santa Clara Unit/San Jose City Fire & South Santa Clara County FPD,-121.6869444,37.1769444,nan,f19a49b4-9d0f-4c61-83ea-9b4a741b0bef,2019-01-04 08:57:00+00:00,1/4/2019,10/7/2018,N
Iron Gate Fire,Y,2019-01-04 08:55:00+00:00,2018-10-10 21:50:00+00:00,CAL FIRE Siskiyou Unit,Siskiyou,44049,15,100,nan,CAL FIRE Siskiyou Unit,-122.43933,41.94046,nan,28725d54-51bc-41f9-99ed-aca0396be12a,2019-01-04 08:55:00+00:00,1/4/2019,10/10/2018,N
Winters Fire,Y,2019-01-04 08:55:00+00:00,2018-10-12 11:21:00+00:00,Solano County Fire Protection District,Solano,450995,160,100,nan,Solano County Fire Protection District,-121.94658,38.45673,nan,e9c8c0aa-4d21-4f09-9858-890ea163d580,2019-01-04 08:55:00+00:00,1/4/2019,10/12/2018,N
Priest Fire,Y,2019-01-04 08:54:00+00:00,2018-10-13 14:43:00+00:00,CAL FIRE San Benito - Monterey Unit,Monterey,437609,167,100,nan,CAL FIRE San Benito - Monterey Unit,-120.69955,36.18401,nan,8a79c31d-0df0-4448-a855-b04cfc384825,2019-01-04 08:54:00+00:00,1/4/2019,10/13/2018,N
Tower Fire,Y,2019-01-04 08:54:00+00:00,2018-10-14 06:45:00+00:00,CAL FIRE Shasta - Trinity Unit,Shasta,181852,12,100,nan,CAL FIRE Shasta - Trinity Unit,-122.51597,40.49618,nan,a8f54d41-fc8c-476c-9122-f1357aa166a0,2019-01-04 08:54:00+00:00,1/4/2019,10/14/2018,N
Masonic Fire,Y,2019-01-04 08:53:00+00:00,2018-10-14 11:33:00+00:00,Redding City Fire,Shasta,181852,38,100,nan,Redding City Fire,-122.38366,40.60866,nan,83c539f5-64c1-4156-86e5-ac6cf4c947d5,2019-01-04 08:53:00+00:00,1/4/2019,10/14/2018,N
Powellton Fire,Y,2019-01-04 08:52:00+00:00,2018-10-15 11:57:00+00:00,CAL FIRE Butte Unit,Butte,213605,10,100,nan,CAL FIRE Butte Unit,-121.54103,39.93427,nan,b8dc21be-0807-4434-9536-45a4a660ed83,2019-01-04 08:52:00+00:00,1/4/2019,10/15/2018,N
Camino Fire,Y,2019-01-04 08:52:00+00:00,2018-10-19 14:10:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,58,100,nan,CAL FIRE San Luis Obispo Unit,-120.48861,35.17693,nan,a728d915-1c00-43b6-bd5b-228be34a38fe,2019-01-04 08:52:00+00:00,1/4/2019,10/19/2018,N
Market Fire,Y,2019-01-04 08:51:00+00:00,2018-10-24 12:18:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,120,100,nan,CAL FIRE Tulare Unit,-119.10433,36.47766,nan,87760805-5b1a-486e-91c4-590557929182,2019-01-04 08:51:00+00:00,1/4/2019,10/24/2018,N
June Fire,Y,2019-01-04 08:50:00+00:00,2018-10-30 14:46:00+00:00,CAL FIRE Butte Unit/Butte County Fire Department,Butte,213605,550,100,nan,CAL FIRE Butte Unit/Butte County Fire Department,-121.51707,39.36529,nan,7ee82e4f-f5e8-4278-b4e7-e82c390b395e,2019-01-04 08:50:00+00:00,1/4/2019,10/30/2018,N
Rincon Fire,Y,2019-01-04 08:50:00+00:00,2018-11-03 21:28:00+00:00,CAL FIRE San Mateo - Santa Cruz Unit,Santa Cruz,268571,17,100,nan,"CAL FIRE San Mateo - Santa Cruz Unit, California Department of Parks and Recreation, Santa Cruz County Sherrifâ€™s Office, Santa Cruz Fire Department, Central Santa Cruz Fire District, Aptos-La Selva Fire District, Felton Fire District, Zayante Fire District, Branzaforte Fire District, Scotts Valley Fire District, Santa Cruz County Fire Department, California Highway Patrol, California Department of Corrections and Rehabilitation.",-122.046,37.0125,nan,7d1f523d-6940-4b64-bc5a-7ecb5a63538a,2019-01-04 08:50:00+00:00,1/4/2019,11/3/2018,N
Brushy Fire,Y,2019-01-04 08:49:00+00:00,2018-11-08 11:58:00+00:00,CAL FIRE Mendocino Unit,Mendocino,91145,35,100,nan,CAL FIRE Mendocino Unit,-123.28774,39.62194,nan,10d67079-faa9-4034-a4d7-8346b450e7de,2019-01-04 08:49:00+00:00,1/4/2019,11/8/2018,N
Camp Fire,Y,2022-10-24 10:25:14+00:00,2018-11-08 06:33:00+00:00,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS",Butte,213605,153336,100,See Incident Update,"Unified Command: CAL FIRE, Butte County Sheriff Department, Paradise Police Department, USFS, California Department of Transportation, California Department of Corrections and Rehabilitation, California Highway Patrol, California Office of Emergency Services, National Weather Service, California Conservation Corps, Butte County, City of Chico",-121.4347,39.8134,Wildfire,75dafe80-f18a-4a4a-9a37-4b564c5f6014,2018-11-25 08:00:00+00:00,11/25/2018,11/8/2018,N
Adams Fire,Y,2019-01-04 08:50:00+00:00,2018-11-05 10:17:00+00:00,CAL FIRE Tehama - Glenn Unit,Tehama,65484,60,100,nan,CAL FIRE Tehama - Glenn Unit,-122.308479,40.346652,nan,8030a870-0453-48e0-b243-86dbae075434,2019-01-04 08:50:00+00:00,1/4/2019,11/5/2018,N
Horn Fire,Y,2019-01-04 08:47:00+00:00,2018-11-08 11:25:00+00:00,CAL FIRE Lassen - Modoc Unit,Lassen,31873,88,100,nan,CAL FIRE Lassen - Modoc Unit,-120.19336,40.83116,nan,79968306-21a9-465e-acbe-4ea715c70ab5,2019-01-04 08:47:00+00:00,1/4/2019,11/8/2018,N
Nurse Fire,Y,2019-01-04 08:47:00+00:00,2018-11-08 13:28:00+00:00,Suisun City Fire Protection District,Solano,450995,1500,100,nan,Suisun City Fire Protection District,-121.9424,38.21396,nan,b8fe54be-15a8-4088-b0bb-16992df93a7e,2019-01-04 08:47:00+00:00,1/4/2019,11/8/2018,N
Hill Fire,Y,2022-10-24 10:30:57+00:00,2018-11-08 14:03:00+00:00,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept",Ventura,842009,4381,100,nan,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept, California Highway Patrol, Cal Trans, Southern California Edison, Southern California Gas Company, Camrosa Water District",-118.93444,34.22685,Wildfire,bc95da49-28a0-4e56-88d9-72e7455063c0,2019-01-04 08:43:00+00:00,1/4/2019,11/8/2018,N
Woolsey Fire,Y,2022-10-24 10:24:37+00:00,2018-11-08 14:24:00+00:00,Ventura County Fire Dept. and Los Angeles County Fire Dept.,"Los Angeles, Ventura",10778699,96949,100,nan,"Ventura County Fire Dept. and Los Angeles County Fire Dept., Southern California Edison, Southern California Gas Company, California Department of Corrections and Rehabilitation (CDCR), California Conservation Corps (CCC), California Department of Fish & Game, California Highway Patrol, Public Health Department, California State Parks, Caltrans, Ventura County Animal Control, LA County Animal Control, Office of Emergency Management, American Red Cross, Los Angeles Police Department, Los Angeles City Fire Department",-118.70128,34.235,Wildfire,92d7aeea-7abf-47a4-bf76-a4fe0fac65c6,2019-01-04 08:42:00+00:00,1/4/2019,11/8/2018,N
Pilot Fire,Y,2019-01-15 10:38:00+00:00,2019-01-01 14:14:00+00:00,CAL FIRE Humbolt-Del Norte Unit,Humboldt,136132,30,100,nan,CAL FIRE Humbolt-Del Norte Unit,-123.6755556,40.61805556,nan,6004d3e5-66f8-487a-80a4-689d3852378c,2019-01-15 10:38:00+00:00,1/15/2019,1/1/2019,N
Honey Flooding,Y,2019-07-09 13:45:23+00:00,2018-11-29 23:30:00+00:00,CAL FIRE Butte Unit,Butte,213605,0,100,nan,CAL FIRE Butte Unit,-121.77385,39.71217,Flood,e6b8af54-15fb-42bb-8be9-f323c9d5cc78,2019-01-04 08:42:00+00:00,1/4/2019,11/29/2018,N
Morgan Fire,Y,2019-01-04 08:44:00+00:00,2018-11-15 13:31:00+00:00,CAL FIRE Santa Clara Unit,Contra Costa,1162648,20,100,nan,CAL FIRE Santa Clara Unit,-121.7944,37.81111,nan,e83e7346-5b83-4e3a-845c-867fd84d17f0,2019-01-04 08:44:00+00:00,1/4/2019,11/15/2018,N
Green Hill Fire,Y,2019-01-04 08:46:00+00:00,2018-11-12 17:39:00+00:00,CAL FIRE Humboldt - Del Norte Unit,Humboldt,136132,10,100,nan,CAL FIRE Humboldt - Del Norte Unit,-124.001849,40.888785,nan,116fabb6-7440-4d6d-aa89-668989c028db,2019-01-04 08:46:00+00:00,1/4/2019,11/12/2018,N
Sierra Fire,Y,2019-01-04 08:45:00+00:00,2018-11-13 08:19:00+00:00,Rialto Fire Department,San Bernardino,2180563,147,100,nan,Rialto Fire Department,-117.43184,34.18075,nan,d18da394-5ed4-4004-8dea-600e15d398e4,2019-01-04 08:45:00+00:00,1/4/2019,11/13/2018,N
Niles Fire,Y,2019-01-04 08:45:00+00:00,2018-11-14 14:56:00+00:00,CAL FIRE Santa Clara Unit,Alameda,1663823,20,100,nan,CAL FIRE Santa Clara Unit,-121.94182,37.61158,nan,03f49769-b928-44a5-be82-236d3d341eba,2019-01-04 08:45:00+00:00,1/4/2019,11/14/2018,N
Briggs Fire,Y,2019-01-04 08:44:00+00:00,2018-11-15 01:39:00+00:00,Ventura County Fire Department,Ventura,842009,150,100,nan,Ventura County Fire Department,-119.0991667,34.30166667,nan,c003df4f-d19c-4e21-a90f-81d3f14aaf99,2019-01-04 08:44:00+00:00,1/4/2019,11/15/2018,N
Peak Fire,Y,2020-08-13 11:21:59+00:00,2018-11-12 10:06:00+00:00,Ventura County Fire Department,Ventura,842009,186,100,nan,Ventura County Fire Department,-118.6438159,34.26734825,Wildfire,c3b66e33-ef00-4874-a29b-b36640c16122,2019-01-04 08:46:00+00:00,1/4/2019,11/12/2018,N
Bear Fire ,Y,2019-01-04 08:44:00+00:00,2018-11-16 11:01:00+00:00,CAL FIRE San Mateo-Santa Cruz Unit,Santa Cruz,268571,10,100,nan,CAL FIRE San Mateo-Santa Cruz Unit,-122.12036,37.12857,nan,b6fb27e6-073c-4092-b8a8-51e96be987a4,2019-01-04 08:44:00+00:00,1/4/2019,11/16/2018,N
Scott Fire,Y,2019-06-27 08:24:51+00:00,2019-06-25 13:51:09+00:00,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,81705,80,100,nan,nan,-121.32399,39.24678,nan,31cbc968-6d9d-412b-8bc3-6846ca398fe2,2019-06-25 13:50:00+00:00,6/25/2019,6/25/2019,N
York Fire,Y,2019-06-24 11:45:00+00:00,2019-04-28 22:20:00+00:00,Fresno-Kings County,Kings,152515,161,100,nan,Fresno-Kings County,-120.09715,35.81778,nan,85bdd89a-4ce5-4539-a274-23fa2b030e7d,2019-06-24 11:45:00+00:00,6/24/2019,4/28/2019,N
Cana Fire,Y,2019-05-08 08:47:00+00:00,2019-04-30 12:20:00+00:00,CAL FIRE / Butte County Fire,Butte,213605,10,100,nan,CAL FIRE / Butte County Fire,-121.957,39.83958,nan,34abbc65-5bbe-474b-85c8-16d07bb5b503,2019-05-08 08:47:00+00:00,5/8/2019,4/30/2019,N
Woody Fire,Y,2019-05-08 08:47:00+00:00,2019-04-30 18:37:00+00:00,Kern County Fire Department,Kern,906883,115,100,nan,Kern County Fire Department,-118.92545,35.65189,nan,d3beabf6-63e9-4cad-a17c-58bb36abd7ac,2019-05-08 08:47:00+00:00,5/8/2019,4/30/2019,N
Meridian Fire,Y,2019-05-08 08:47:00+00:00,2019-05-01 16:46:00+00:00,CAL FIRE Butte Unit,Butte,213605,50,100,nan,"CAL FIRE Butte Unit, California Conservation Corps",-121.905,39.85484,nan,398bb669-190d-4dbf-9af0-6ccb27817c13,2019-05-08 08:47:00+00:00,5/8/2019,5/1/2019,N
Vulcan Fire,Y,2019-05-08 08:48:00+00:00,2019-05-03 15:04:00+00:00,Kern County Fire,Kern,906883,172,100,nan,Kern County Fire,-119.19454,35.03855,nan,ee290ec6-3815-4c44-a96a-edb331fcc925,2019-05-08 08:48:00+00:00,5/8/2019,5/3/2019,N
Refuge Fire,Y,2019-05-09 09:37:00+00:00,2019-05-07 15:47:00+00:00,Kern County Fire and the US Fish and Wildlife Service,Kern,906883,2500,100,nan,Kern County Fire and the US Fish and Wildlife Service,-119.62762,35.72057,nan,6f329208-5aa0-45fc-a4ec-db9caf865ca7,2019-05-09 09:37:00+00:00,5/9/2019,5/7/2019,N
Sugar Fire,Y,2019-05-24 14:28:00+00:00,2019-05-10 14:14:00+00:00,US Forest Service - Tahoe National Forest,Placer,406608,65,100,nan,US Forest Service - Tahoe National Forest,-120.76088,39.11536,nan,0888bb9d-0d9b-4a49-bf3d-a55a7c40a707,2019-05-24 14:28:00+00:00,5/24/2019,5/10/2019,N
Border Fire,Y,2019-05-19 09:26:00+00:00,2019-05-13 18:46:00+00:00,CAL FIRE/San Diego County Fire,San Diego,3289701,22,100,nan,CAL FIRE/San Diego County Fire,-116.8663,32.557566,nan,a81e03a3-de18-48e4-93bf-f8da83a17927,2019-05-19 09:26:00+00:00,5/19/2019,5/13/2019,N
Shady Fire,Y,2019-05-24 14:23:00+00:00,2019-05-18 22:53:00+00:00,CAL FIRE/Riverside County Fire Department,Riverside,2429487,130,100,nan,CAL FIRE/Riverside County Fire Department,-116.172534,33.650237,nan,e98603d2-f44e-4a9e-b83d-5e9f94766b53,2019-05-24 14:23:00+00:00,5/24/2019,5/18/2019,N
Paskenta Fire,Y,2019-05-24 14:23:00+00:00,2019-05-20 10:57:00+00:00,CAL FIRE Tehama-Glenn Unit,Tehama,65484,63,100,nan,CAL FIRE Tehama-Glenn Unit,-122.30737,39.98097,nan,aed86291-4631-4d79-ba5f-6b2c8ca399c9,2019-05-24 14:23:00+00:00,5/24/2019,5/20/2019,N
Foothill Fire,Y,2019-05-24 14:23:00+00:00,2019-05-20 13:50:00+00:00,CAL FIRE / Riverside County Fire,Riverside,2429487,26,100,nan,CAL FIRE / Riverside County Fire,-117.18194,33.81678,nan,9d7c5ad0-6682-430a-b4d1-d39cfea73a29,2019-05-24 14:23:00+00:00,5/24/2019,5/20/2019,N
Belmont Fire,Y,2019-06-03 08:44:00+00:00,2019-05-29 17:10:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,835,100,nan,CAL FIRE San Luis Obispo Unit,-119.96498,35.30759,nan,e2d77e59-b831-4267-a50b-89ede499a885,2019-06-03 08:44:00+00:00,6/3/2019,5/29/2019,N
Hill Fire,Y,2019-06-05 15:07:00+00:00,2019-05-29 17:18:00+00:00,CAL FIRE / Fresno County Fire,Fresno,1008280,121,100,nan,CAL FIRE / Fresno County Fire,-119.3046,36.66909,nan,72cb3684-c194-4180-bdfe-22775f86a594,2019-06-05 15:07:00+00:00,6/5/2019,5/29/2019,N
Diversion Fire,Y,2019-06-03 08:48:00+00:00,2019-05-30 12:41:00+00:00,CAL FIRE/ Riverside County Fire,Riverside,2429487,45,100,nan,CAL FIRE/ Riverside County Fire,-114.57265,33.69078,nan,e354cde8-d0e6-4150-9f6b-1c12045e77d0,2019-06-03 08:48:00+00:00,6/3/2019,5/30/2019,N
Canyon Fire,Y,2019-06-11 14:40:00+00:00,2019-05-30 16:19:00+00:00,CAL FIRE Santa Clara Unit,Santa Clara,1916831,144,100,nan,CAL FIRE Santa Clara Unit,-121.22093,37.45899,nan,329ac0b8-a2c1-4a72-bd09-dd86c477162b,2019-06-11 14:40:00+00:00,6/11/2019,5/30/2019,N
66 Fire,Y,2019-06-24 11:46:00+00:00,2019-05-29 21:06:00+00:00,Bureau of Indian Affairs,Riverside,2429487,55,100,nan,Bureau of Indian Affairs,-116.1466,33.57039,nan,b4616173-5807-4c04-a416-5374139f3fcc,2019-06-24 11:46:00+00:00,6/24/2019,5/29/2019,N
Spruce Fire,Y,2019-06-11 14:48:00+00:00,2019-06-01 15:49:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,155,100,nan,CAL FIRE Tulare Unit,-119.10974,36.28001,nan,812a492e-35cb-4bb0-9e5a-1ec181d8b97e,2019-06-11 14:48:00+00:00,6/11/2019,6/1/2019,N
Citrus Fire,Y,2019-06-11 14:48:00+00:00,2019-06-02 16:12:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,257,100,nan,CAL FIRE Tulare Unit,-118.99229,36.18479,nan,11e0324e-e8ff-4591-b592-9e704ade60d6,2019-06-11 14:48:00+00:00,6/11/2019,6/2/2019,N
Yokohl Fire,Y,2019-06-04 16:03:00+00:00,2019-06-03 12:18:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,33,100,nan,CAL FIRE Tulare Unit,-118.85712,36.23012,nan,db2a5b4c-260b-4888-aeb3-663b8bf41106,2019-06-04 16:03:00+00:00,6/4/2019,6/3/2019,N
Bear Fire,Y,2019-06-11 14:48:00+00:00,2019-06-03 12:18:00+00:00,CAL FIRE Tulare Unit,Tulare,473446,25,100,nan,CAL FIRE Tulare Unit,-118.80582,36.14246,nan,e1f34f39-beea-4a6d-9ba6-64b6b55ff567,2019-06-11 14:48:00+00:00,6/11/2019,6/3/2019,N
Boulder Fire,Y,2022-10-21 13:48:23+00:00,2019-06-05 10:49:00+00:00,CAL FIRE San Luis Obispo Unit,San Luis Obispo,281712,1075,100,nan,CAL FIRE San Luis Obispo Unit,-119.913717,35.343761,nan,107dd529-31b8-4b5f-ab09-4aa79c770d4b,2019-06-11 14:49:00+00:00,6/11/2019,6/5/2019,N
Willow Fire,Y,2019-06-11 14:47:00+00:00,2019-06-06 14:24:00+00:00,CAL FIRE Santa Clara Unit,Contra Costa,1162648,23,100,nan,CAL FIRE Santa Clara Unit,-121.9763,38.02503,nan,2e71d51a-49f1-4e86-82e2-054637efd1a5,2019-06-11 14:47:00+00:00,6/11/2019,6/6/2019,N
Nelson Fire ,Y,2019-06-17 08:49:00+00:00,2019-06-07 12:59:00+00:00,City of Fairfield,Solano,450995,24,100,nan,City of Fairfield,-122.12214,38.21416,nan,b433dceb-f5b4-4b46-8eb3-2aae9fc2d45a,2019-06-17 08:49:00+00:00,6/17/2019,6/7/2019,N
Watt Fire,Y,2019-06-11 14:50:00+00:00,2019-06-07 12:59:00+00:00,CAL FIRE Nevada-Yuba-Placer Unit ,Placer,406608,27,100,nan,CAL FIRE Nevada-Yuba-Placer Unit ,-121.39259,38.75263,nan,24997ef5-a558-4ea6-8a96-b3cdff79fe2b,2019-06-11 14:50:00+00:00,6/11/2019,6/7/2019,N
Stuhr Fire,Y,2022-10-21 13:48:50+00:00,2019-06-07 16:55:00+00:00,CAL FIRE Santa Clara Unit,Stanislaus,552063,581,100,nan,CAL FIRE Santa Clara Unit,-121.09375,37.25988,nan,8edf51ea-1e4f-4e73-8e04-e168417ed39b,2019-06-11 17:14:00+00:00,6/11/2019,6/7/2019,N
Levee Fire,Y,2019-06-17 08:34:00+00:00,2019-06-08 13:07:00+00:00,City of Marysville,Yuba,81705,70,100,nan,City of Marysville,-121.56363,39.15641,nan,3fd43a39-4e82-4b7e-a642-be86b5c73522,2019-06-17 08:34:00+00:00,6/17/2019,6/8/2019,N
